,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100,M101,M102,M103,M104,M105,M106,M107,M108,M109,M110,M111,M112,M113,M114,M115,M116,M117,M118,M119,M120,M121,M122,M123,M124,M125,M126,M127,M128,M129,M130,M131,M132,M133,M134,M135,M136,M137,M138,M139,M140,M141,M142,M143,M144,M145,M146,M147,M148,M149,M150,M151,target
497,3523220.8571428573,0.0,10169732.57142857,1.0,1.0,1.4285714285714286,inf,,0.0,6139500.0,7661735.0,2002999997.0,0.8571428571428571,7.0,0,0.7142857142857143,9.0,3.857142857142857,3.7142857142857135,123949301.57142857,0.0,0.0,3443065.0,0.0,22000000.0,7,9,1.982758620689655,0.0,274317555.0,28852.0,4.981922677984256e+16,2.0,,,69.62499989999999,0.0,0.0,-36000000.0,20945691.727272727,,2.0,6.0,4.0,1614285.7142857143,340642856.5714286,0,6404600.0,,6139500.0,0.0,3.0,0.5,104932606.0,9.466666666666663,457233535.0,752714484.8571428,1,1462366.0,1.5714285714285714,-219031.2857142857,2.169101364888981e+16,-144354889.0,375414285.0,4.0,2073397.857142857,912606.0,814735.0,3,2,33.0,1181749998.0,0.0,1.0,3.857142857142857,0.7142857142857143,1943705.0,144618156.0,8.0,1232200.0,3.0,0.0,244420249.0,0.2857142857142857,445442.0,811904586150274.1,0.0,50,1.8571428571428568,25296285.0,0.0,7.0,1.0,28852.0,1.001720900332226,,2533576597.5,37371648.0,59831421.71428572,0.8571428571428571,6652283.571428572,4.238908528647578e+16,1.0,5.285714285714286,1.0,3.0,2.0,1.0,,71014732.0,877071.4285714285,51034483.92857143,6.0,1.0,1270748.0,0.0,67702642.85714285,0.7142857142857143,476635.1428571429,232633124.42857143,3.7450980392156863,59488355.28571428,18101725.0,12.0,0.4285714285714285,195401717.1851852,1.7647058823529411,1,0.0,0.0,3.2857142857142856,369726199.0,0.5444444444444445,0.5714285714285714,282100642.0,18354600.0,1128651.0,0.8571428571428571,1.0,1.4285714285714286,0.0,4291685.714285715,0.0,0.4285714285714285,12246208.57142857,7.833333333333333,5.0,3.523208560500375,inf,0.9422222222222222,0.7528706930896716,1
220,34303287.428571425,0.0,,0.2857142857142857,,0.4285714285714285,0.0,79771307.6875,0.0,307054226.0,0.0,681029000.0,0.2857142857142857,6.0,2,0.4285714285714285,4.0,0.8571428571428571,1.4285714285714286,43276364.28571428,3.0,0.4285714285714285,5695382.571428572,0.0,,0,1,1.1428571428571428,0.0,,1000000.0,1.506391732479312e+16,,0.912025,0.0,,1.4285714285714286,0.0,,,5.0,9.0,12.0,7.0,66395329.42857143,,1,7444926.0,,4000000.0,45666096.85714286,,1.0,0.0,,4488584.0,140805376.57142857,1,0.0,0.4285714285714285,16364.285714285714,1987719657878828.8,-109000000.0,,7.0,-13609.142857142857,59776233.0,94621153.0,4,0,,,0.0,1.2857142857142858,0.7142857142857143,1.1428571428571428,0.0,111388613.0,1.0,1837708.857142857,3.0,0.7142857142857143,4028697.0,0.5714285714285714,14150285.42857143,892890453623924.0,-1968.0,65,0.8571428571428571,5912472.0,0.0,9.0,0.7142857142857143,1000000.0,,3.333333333333333,26209372.0,10469433.0,21795890.14285714,1.0,13197994.285714284,1773954878257666.8,1.5,1.1428571428571428,1.3333333333333333,1.0,0.2380952380952381,1.0,1.0,37555652.85714286,57638013.85714286,21095579.25,0.0,1.0,15313136.0,1158350.2857142857,56527092.42857143,0.5714285714285714,14916170.57142857,28266623.57142857,1.588235294117647,16244012.714285716,0.0,1.0,0.4285714285714285,22115761.17647059,1.1875,0,0.0,0.0,1.7142857142857142,4219497.0,2.8666666666666663,0.5714285714285714,4219497.0,0.0,1288613.0,1.0,0.4285714285714285,0.1428571428571428,0.0,1282452.5714285714,1.7142857142857142,0.7142857142857143,4742514.142857143,1.6,11.0,0.9554178403755867,1.0,69.4006309148265,0.9898089795918368,1
487,27283386.14285714,0.0,40399.142857142855,5.285714285714286,,5.857142857142857,,695654.0,0.0,675654.0,25399946.0,0.0,4.857142857142857,1.0,0,0.0,20.0,5.571428571428571,6.571428571428571,0.0,0.0,0.0,7461815.285714285,4255362.0,2000000.0,4,7,0.7238095238095238,0.0,139671.0,595654.0,770405306415314.5,6.0,,0.0,,0.0,0.0,,87022.85714285714,,,0.0,0.0,28151000.0,30550000.0,12,126065601.0,,675654.0,0.0,,0.1666666666666666,0.0,10.666666666666666,149565538.0,24149696.42857143,0,75874.0,6.0,565961.1428571428,88625072867342.33,,14590714.285714284,16.0,2365224.571428572,0.0,32947610.0,0,0,37.0,90775000.0,0.0,,6.857142857142857,7.285714285714286,5365526.0,595706.0,5.0,93664.85714285714,,0.0,51566380.0,0.0,3618857.714285714,,20000.0,12,6.0,,0.0,0.0,5.285714285714286,595654.0,,0.0,,11188739.0,18652755.85714286,0.0,0.0,,,5.714285714285714,9.666666666666666,0.0,,,,35591819.571428575,0.0,655654.0,1.0,8.142857142857142,369019.7142857143,0.0,0.0,7.0,3607691.857142857,29066627.85714286,6.593220338983051,1735532.2857142857,2345662.0,23.0,0.0,602338.0,0.7295918367346939,6,0.0,0.0,5.571428571428571,56342978.0,,0.0,,11825768.0,,8.142857142857142,7.142857142857143,7.428571428571429,0.0,93664.85714285714,0.0,8.0,1319460.5714285714,6.142857142857143,0.0,1.1126902800008605,1.0536165876107095,1.0,inf,1
342,5154850.428571428,0.0,,0.7142857142857143,,0.4285714285714285,,33901809.777777776,0.0,172710331.0,0.0,,0.1428571428571428,4.0,11,0.2857142857142857,2.0,0.7142857142857143,0.1428571428571428,1414.2857142857142,0.0,0.5714285714285714,4774380.285714285,0.0,,0,0,2.0,0.0,,1580262.0,19230008102498.0,,inf,0.0,,0.2857142857142857,1.0,,,1.0,3.0,11.0,4.0,880762.5714285715,,0,231395275.0,,2710331.0,14191580.285714284,,,0.0,0.5,,1000153.0,13,0.0,0.4285714285714285,5008141.0,16879522889056.332,9900.0,,3.0,-423653.28571428574,0.0,0.0,13,0,,,0.0,0.3333333333333333,0.2857142857142857,0.2857142857142857,3000000.0,41607549.0,0.0,0.0,1.0,0.0,4173804.0,0.0,1550951.7142857143,7165604488427.667,9900.0,135,0.4285714285714285,6503901.0,0.0,7.0,0.1428571428571428,1580262.0,7.979332009711288e-08,0.6666666666666666,5456780.0,0.0,596257.7142857143,0.0,2180094.8571428573,,2.5,0.1428571428571428,0.0,0.0,0.3333333333333333,0.0,1.0,5122548.571428572,5122548.571428572,6352459.333333333,1.0,0.2857142857142857,4340522.428571428,5563440.571428572,1697098.7142857143,0.5714285714285714,3006855.1428571427,0.0,0.5882352941176471,935794.5714285716,8934780.0,13.0,0.0,9566752.823529411,1.6111111111111112,2,0.0,0.0,0.1428571428571428,4400541.0,0.2857142857142857,0.4285714285714285,4400541.0,0.0,6555512.0,0.2857142857142857,0.0,0.1428571428571428,0.0,1619916.857142857,0.5714285714285714,0.0,1276397.142857143,0.0,4.0,13.690105787181082,1.000022,,0.9928551676300578,1
548,4086439024.285714,13391178890.0,314056881.14285713,14.714285714285714,0.922279792746114,9.142857142857142,1.2873398208994236,10900312653.875,0.0,31610018308.0,0.0,40820469100.0,11.285714285714286,40.0,0,7.571428571428571,18.0,12.714285714285714,8.142857142857142,12737846820.285715,6.0,12.428571428571429,3240379046.142857,1900000000.0,5000000.0,4,2,2.808695652173913,0.0,186865052.0,3716508.0,9.727650505430724e+19,,2.735187025249566,0.0,0.9888309729765022,2.142857142857143,0.0,0.0,2192786814.9,108.0,134.0,9.0,10.0,9139127210.0,,7,33220145011.0,,8294129.0,5067780372.428572,11.0,,0.0,21.9,31955296355.0,8284542090.142858,0,2510103967.0,7.428571428571429,-1424394520.142857,1.0110220274357504e+20,-14065606990.0,,60.0,-1259487957.142857,2414631157.0,3950875573.0,0,0,45.0,,4.0,5.75,3.4285714285714284,5.857142857142857,0.0,20069640663.0,8.0,7652399621.142858,18.0,4.857142857142857,1012274942.0,3.4285714285714284,3071322953.0,9.080042559784927e+19,-105715538.0,27,2.857142857142857,8523783752.0,4.0,11.0,4.857142857142857,721266978.0,0.4105852242505799,3.6666666666666665,4279334739.6,6107198497.0,6338551918.142858,3.857142857142857,5471919564.857142,8.0870647865189e+19,4.333333333333333,5.857142857142857,4.166666666666667,11.0,14.785714285714286,5.0,6.0,3039249892.714286,2823576781.714286,7864306613.208333,63.0,3.2857142857142856,4208731589.428571,7650261333.142858,3542814518.285714,2.857142857142857,4223178606.428571,7406906299.0,5.125,3733421812.714286,907836990.0,0.0,2.571428571428572,4402933463.75,2.977653631284916,1,4.0,8.0,5.142857142857143,8516851218.0,12.954710144927535,3.571428571428572,8516851218.0,976391082.0,5062712739.0,2.142857142857143,4.0,3.571428571428572,0.0,2140347402.2857144,4.571428571428571,3.2857142857142856,2278015018.0,7.4,9.0,0.9235176038716508,2.755465424693849,,1.2095735423734475,1
306,1190377.4285714286,0.0,,0.1428571428571428,,0.4285714285714285,,5850362.0,0.0,129574388.0,0.0,0.0,0.0,2.0,17,0.1428571428571428,1.0,0.2857142857142857,0.1428571428571428,228571.42857142852,0.0,0.0,4210294.714285715,0.0,,0,0,3.5,0.0,,468278.0,,,,0.0,,0.1428571428571428,0.0,,,1.0,3.0,6.0,4.0,8331914.285714285,,1,1843128.0,,1477671.0,18946309.14285714,,0.0,0.0,0.25,3394771.0,0.0,13,0.0,0.4285714285714285,0.0,,,,1.0,3315338.0,0.0,0.0,13,0,,,1.0,0.75,0.0,0.1428571428571428,2154405.0,9213922.0,,484967.28571428574,2.0,0.2857142857142857,,0.1428571428571428,366675.8571428572,500000000000.0,1050000.0,141,0.0,1655253.0,0.0,4.0,0.1428571428571428,777681.0,0.6505588355947897,0.3333333333333333,35079389.666666664,1100253.0,192607.57142857145,0.0,307772.14285714284,,1.0,0.2857142857142857,,0.0,0.25,0.0,0.5,1190377.4285714286,1455373.2857142857,6003570.666666667,3.0,0.1428571428571428,12731404.857142856,0.0,264995.8571428572,0.1428571428571428,12523326.714285716,157179.0,0.3,531120.5714285715,13757922.0,13.0,0.2857142857142857,14079241.75,2.4,0,1.0,0.0,0.1428571428571428,,0.2197802197802197,0.0,,0.0,,0.2857142857142857,0.0,0.1428571428571428,0.0,4108077.4285714286,0.1428571428571428,0.0,15952360.285714284,,4.0,inf,,,1.063180240662093,1
441,298665328.14285713,0.0,0.0,0.5714285714285714,,1.4285714285714286,inf,93095794.72727272,0.0,498527322.0,156469300.0,50000000.0,0.2857142857142857,16.0,0,0.5714285714285714,14.0,0.7142857142857143,0.5714285714285714,498571.4285714286,0.0,0.4285714285714285,162487141.2857143,0.0,,11,0,1.2325581395348837,0.0,78931119.0,20434856.0,1.1456728002512206e+16,2.0,inf,0.0,0.0,0.0,0.0,-250000000.0,120548830.5,4.0,20.0,10.0,7.0,52545333.571428575,0.0,0,467853755.0,,831175.0,3150167.8571428573,1.0,2.0,88283274.0,0.6666666666666666,282432321.0,3813790.4285714286,1,175843594.0,1.4285714285714286,-7748733.142857143,364843368168003.2,-40000000.0,0.0,26.0,-1145809.5714285714,0.0,152706300.0,0,4,8.0,0.0,0.0,0.4,1.1428571428571428,1.8571428571428568,67062520.0,145501797.0,2.0,26395362.14285714,2.0,0.1428571428571428,23591167.0,0.1428571428571428,237389016.0,5639271303398791.0,3304292.0,49,1.0,48239843.0,0.0,8.0,1.2857142857142858,20434856.0,0.9774093291942406,1.0,42248858.66666666,78931119.0,80000058.57142857,0.1428571428571428,28531604.71428572,306115668914637.0,1.0,1.5714285714285714,2.4,0.0,0.3,1.0,0.0,308141596.5714286,274044315.28571427,136082581.35714287,3.0,0.8571428571428571,173280741.85714287,6268907.142857143,263324426.85714287,3.4285714285714284,237389016.0,41747712.85714286,2.421052631578948,37195856.0,224602275.0,0.0,0.2857142857142857,83014843.04545455,1.1474358974358974,1,0.0,0.0,1.0,54896637.0,0.7111111111111111,0.1428571428571428,25036558.0,38224182.0,32688894.0,1.1428571428571428,1.4285714285714286,2.4285714285714284,0.0,34473005.14285714,0.0,1.0,206255472.0,2.4,8.0,0.0805507194291169,,16.713461898938206,0.8204569733333333,0
125,0.0,0.0,,0.0,,0.1428571428571428,,114906.5,0.0,59928.0,0.0,,0.0,1.0,22,0.1428571428571428,1.0,0.1428571428571428,0.0,0.0,0.0,0.0,8559.57142857143,0.0,,1,0,0.6666666666666666,0.0,,14948.0,,,,0.0,,0.0,0.0,,,1.0,2.0,4.0,1.0,7857.142857142857,,0,114917.0,,59917.0,8559.57142857143,,,0.0,,4928.0,0.0,18,44961.0,0.1428571428571428,2857.1428571428573,,20000.0,,1.0,0.0,0.0,0.0,19,0,,,0.0,0.6666666666666666,0.2857142857142857,0.1428571428571428,0.0,137714961.0,1.0,704.0,,0.0,,0.0,57847.28571428572,,2493.5,152,0.1428571428571428,4931.0,0.0,1.0,0.0,14961.0,,1.0,,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.3333333333333333,1.0,1.0,8561.142857142857,8561.142857142857,4929.5,,0.1428571428571428,99982.71428571428,0.0,8561.142857142857,0.1428571428571428,107837.42857142857,0.0,0.8888888888888888,0.0,0.0,18.0,0.0,15353375.888888888,0.8,0,0.0,0.0,0.1428571428571428,,0.0,0.2857142857142857,,0.0,19961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0256410256410255,,,0.987460815047022,1
137,867573.8571428572,8244414.0,,5.714285714285714,,3.4285714285714284,,8296614.105263158,0.0,362146188.0,0.0,386247575.0,1.4285714285714286,12.0,2,9.571428571428571,7.0,2.4285714285714284,5.142857142857143,556391.4285714285,1.0,0.7142857142857143,1679664.7142857143,55000000.0,,0,0,4.705882352941177,0.0,,-2591836.0,5.2138226669213336e+16,,0.9833314081380916,0.0,,1.0,0.0,,,18.0,28.0,10.0,7.0,315671000.71428573,,2,15575859.0,,-4421897.0,65049955.71428572,,1.0,0.0,22.7,11701859.0,2892857.1428571427,1,53881317.0,2.4285714285714284,0.0,94233748010096.34,1407271.0,,11.0,-13696.42857142857,140706299.0,15319836.0,1,0,,,0.0,1.4444444444444444,0.7142857142857143,1.1428571428571428,0.0,229729079.0,1.0,1903715.4285714289,3.0,0.5714285714285714,-2212630.0,0.1428571428571428,156027534.42857143,1628368794622771.0,2761403.0,88,1.0,1167449.0,0.0,9.0,0.4285714285714285,0.0,1.097934291575338,0.8,109270199.8,1177370.0,97950588.0,0.7142857142857143,1100490.4285714286,5545641654379530.0,0.6,0.0,0.75,0.0,1.0277777777777777,1.0,1.5,-238131.8571428572,-238131.8571428572,25466877.875,21.0,0.8571428571428571,79201079.14285715,3857040.0,32986458.0,0.7142857142857143,147270829.7142857,47351013.14285714,0.8529411764705882,0.0,19249879.0,1.0,0.4285714285714285,92276456.64705884,4.307692307692308,0,0.0,1.0,1.1428571428571428,1176137.0,0.5652173913043478,0.7142857142857143,1176137.0,0.0,129119546.0,0.2857142857142857,0.0,0.7142857142857143,0.0,664420.8571428572,1.4285714285714286,0.5714285714285714,44464366.14285714,1.0,13.0,6.543638077285579,,0.0,1.020480662727273,1
498,52154461.42857143,1635883.0,275126.14285714284,3.571428571428572,,5.285714285714286,0.0,28081216.7,0.0,2555107066.0,76455825.0,215640000.0,3.2857142857142856,2.0,2,1.5714285714285714,12.0,0.4285714285714285,2.857142857142857,1000000.0,2.0,0.1428571428571428,227202512.42857143,1276424999.0,48000000.0,1,0,1.1485148514851486,0.0,3105128.0,1065487.0,5.735123941168732e+17,1.0,0.0,0.0,,1.5714285714285714,0.0,50000000.0,,1.0,3.0,12.0,6.0,133078578.57142857,0.0,12,316577028.0,6000000.0,1876534.0,375333579.85714287,5.0,inf,4715019.0,1.6190476190476188,386536016.0,104416216.28571428,0,0.0,5.0,-466352.28571428574,1916748366814340.8,-7410000.0,7285714.285714285,11.0,1229034.142857143,71505062.0,11572359.0,2,1,34.0,,1.0,0.75,1.1428571428571428,2.4285714285714284,20370000.0,8708891.0,1.0,45890957.71428572,5.0,0.4285714285714285,5846660.0,1.0,22655152.57142857,520570975146034.9,99000.0,40,0.2857142857142857,6747236.5,0.0,10.0,3.142857142857143,1298891.0,2.2779293389934074,2.6666666666666665,1660883.0,89846081.0,46625417.42857143,0.5714285714285714,13639554.285714284,1152763075000000.0,1.3333333333333333,0.4285714285714285,2.1666666666666665,0.0,0.25,1.0,1.0,50307522.28571428,16963080.14285714,123808977.66666669,4.0,3.7142857142857135,12776474.0,19555979.14285714,194556472.57142857,3.4285714285714284,23408266.57142857,37782143.28571428,2.85,4995406.0,6362975.0,0.0,0.7142857142857143,8999365.315789474,1.2419354838709675,1,0.0,0.0,2.857142857142857,11588002.0,0.3791208791208791,0.0,3920062.0,37455587.0,5208891.0,4.142857142857143,3.7142857142857135,4.571428571428571,0.0,17456262.85714286,0.2857142857142857,2.4285714285714284,2060220.7142857143,1.25,9.0,1.0446726572528884,,,1.1781740124787294,1
215,72910601.0,76988938.0,839178.2857142857,7.428571428571429,0.2479338842975206,5.285714285714286,0.9100064271063584,37925943.59259259,0.0,203590459.0,14443922.0,3223922750.0,9.142857142857142,16.0,0,2.571428571428572,23.0,7.285714285714286,11.285714285714286,156699758.57142857,4.0,1.7142857142857142,31409991.285714287,187478000.0,5000000.0,14,7,1.1085714285714283,0.0,63494255.5,1000000.0,1.0809461630242611e+17,3.0,0.8733321447618606,7000000.0,0.1303298471440064,3.7142857142857135,0.0,-1255000000.0,17438605.166666668,12.0,20.0,11.0,9.0,503815316.14285713,54428571.42857143,16,212845176.0,20000000.0,1000000.0,17878149.42857143,12.0,0.5,0.0,6.61904761904762,320095212.0,526524568.5714286,0,110143562.0,4.857142857142857,19572462.14285714,718136393577982.1,-64684857.0,31046436.85714286,18.0,-16092381.142857144,68213514.0,485000459.0,0,0,60.0,81000000.0,4.0,6.125,6.142857142857143,6.571428571428571,81193494.0,157802804.0,9.5,15493747.142857144,40.0,4.714285714285714,3924606.0,4.571428571428571,32421379.85714286,1.3438733821719014e+16,0.0,10,6.571428571428571,41857442.0,4.0,9.0,6.142857142857143,1399727.0,1.393016418511666,7.75,57647637.16666666,15723639.0,160718775.42857143,5.0,182506159.85714287,3.299888460600369e+16,6.666666666666667,5.0,5.571428571428571,9.0,10.125,4.0,5.0,70366663.71428572,16544888.142857144,96913145.29166669,9.0,6.857142857142857,203138688.57142857,18632666.285714287,113487490.85714284,6.0,53916074.85714286,223030098.7142857,6.842105263157895,73367129.57142857,58710035.0,0.0,5.428571428571429,56003681.50943396,0.9880749574105622,20,9.0,2.0,6.428571428571429,31549055.5,6.256410256410254,4.571428571428571,16727406.0,401111922.0,17018020.0,6.0,6.571428571428571,5.571428571428571,0.0,116702789.28571428,3.571428571428572,7.142857142857143,134723833.57142857,9.5,14.0,0.9062670633095514,1.084139865860906,0.0013325974165055,0.7942538667192517,0
154,285089.5714285714,0.0,,0.5714285714285714,,0.1428571428571428,,64452677.0,0.0,141011910.0,0.0,773587800.0,0.4285714285714285,6.0,17,0.5714285714285714,3.0,0.0,0.5714285714285714,41574477.14285714,0.0,0.0,0.0,0.0,,0,0,1.1428571428571428,0.0,,1198725.0,1.1206325890879724e+16,,0.3111325603982821,0.0,,0.0,0.0,,,,2.0,5.0,4.0,8858714.285714285,,0,78784830.0,,296048.0,11473812.857142856,,0.0,0.0,0.3333333333333333,123325134.0,0.0,10,0.0,0.1428571428571428,90191.42857142857,,-96390000.0,,3.0,-363125.1428571429,681828533.0,0.0,13,0,,,2.0,1.0,0.0,0.1428571428571428,0.0,267122721.0,1.0,18274971.71428572,1.0,0.1428571428571428,,0.1428571428571428,620788.5714285715,1127991270392.25,-42693.0,127,0.1428571428571428,2467300.0,0.0,3.0,0.5714285714285714,1198725.0,0.8068012181228408,1.0,2619869.0,96496733.0,97661052.28571428,0.1428571428571428,8537115.714285715,1.3523272449708e+17,0.0,1.5714285714285714,1.0,1.0,1.0,1.5,1.5,5202179.142857143,5202179.142857143,24993953.58333333,4.0,0.1428571428571428,9708379.142857144,20309117.14285714,192283.14285714287,0.0,9904335.285714284,14284780.857142856,1.6153846153846154,399635.7142857143,0.0,10.0,0.1428571428571428,51340664.15384615,1.0769230769230769,0,0.0,0.0,0.2857142857142857,,1.3666666666666667,0.0,,0.0,1830065.0,0.0,0.2857142857142857,0.4285714285714285,0.0,7284142.857142857,0.4285714285714285,0.4285714285714285,29653477.57142857,0.6666666666666666,3.0,0.9915225989584964,,,1.04134205625,1
232,7210132.0,0.0,0.0,4.714285714285714,,3.7142857142857135,0.0,95840169.5,0.0,11179029.0,3207531.0,,1.4285714285714286,2.0,0,0.0,5.0,3.4285714285714284,4.285714285714286,1572142.857142857,0.0,0.0,18710481.42857143,0.0,,2,3,2.129032258064516,0.0,,9727.0,25897108450467.62,3.0,,0.0,inf,0.0,0.0,-1100000.0,7350334.0,2.0,4.0,5.0,5.0,25995667.71428572,1600000.0,1,353867975.0,,256921.0,46131.57142857143,0.0,2.0,1008380.0,8.299999999999999,46414146.0,20382467.57142857,0,8681696.0,3.7142857142857135,3319185.285714286,1560680838787309.8,-11725452.0,0.0,14.0,7651830.857142857,0.0,13356583.0,1,0,6.0,5600000.0,0.0,0.5,2.142857142857143,1.8571428571428568,405794.0,11735179.0,5.0,0.0,,0.0,345597.0,0.0,19451785.57142857,,121000.0,33,2.2857142857142856,1226031.0,0.0,0.0,2.857142857142857,9727.0,,0.0,335727.0,1773897.0,5579906.0,0.0,0.0,,1.0,3.2857142857142856,1.0,0.0,0.5,0.0,1.0,10038663.57142857,3230701.571428572,1232363.6666666667,2.0,1.5714285714285714,8445765.0,0.0,3583710.1428571427,2.2857142857142856,11165896.285714284,4483659.0,2.5689655172413794,2803941.4285714286,2453877.0,15.0,0.0,1840725.5,1.828703703703704,0,0.0,0.0,1.4285714285714286,11761643.0,0.9166666666666666,0.0,726053.0,4007631.0,730179.0,1.5714285714285714,2.571428571428572,1.5714285714285714,0.0,0.0,0.1428571428571428,1.1428571428571428,6999346.142857143,4.428571428571429,1.0,1.2019552050317737,1.2154363791544949,,0.9998608349753696,1
510,50108222.42857143,0.0,0.0,7.428571428571429,,6.0,,1142739.1666666667,0.0,161346115.0,71510352.0,0.0,4.571428571428571,4.0,0,1.0,6.0,4.428571428571429,8.428571428571429,2357.1428571428573,0.0,0.8571428571428571,16395304.142857144,0.0,10000000.0,2,0,3.423076923076923,2043444.0,6425981.0,0.0,2706736985131377.0,1.0,,0.0,,0.0,0.0,-12302438.0,949840.5,,1.0,5.0,3.0,26514081.57142857,0.0,0,15006670.0,11100000.0,0.0,14646149.142857144,1.0,5.5,99903982.0,5.904761904761905,119196582.0,86535428.57142857,0,44072102.0,6.285714285714286,1205942.857142857,8627493719647574.0,,428571.4285714286,41.0,11620715.285714284,1060237.0,22061822.0,0,2,32.0,,0.0,1.0,0.7142857142857143,1.5714285714285714,139160137.0,2724811.0,1.0,515276.0,,0.2857142857142857,3473518.0,0.1428571428571428,13028412.714285716,10053990361.333336,16500.0,51,1.0,1115237.0,0.0,1.0,1.8571428571428568,0.0,,0.25,988837.0,55621981.0,56241964.71428572,0.0,159305.2857142857,461954478822.3334,1.0,1.0,1.6666666666666667,0.0,2.0,1.0,1.5,20304762.71428572,366479.0,1018023.5714285716,3.0,2.142857142857143,8114396.142857143,0.0,366479.0,2.142857142857143,10661529.714285716,135879246.85714287,1.4545454545454546,2304070.8571428573,1151685.0,12.0,0.1428571428571428,5825237.933333334,3.7709923664122136,4,0.0,0.0,1.8571428571428568,102432040.0,0.7857142857142858,0.0,,6868994.0,,1.4285714285714286,1.8571428571428568,2.0,105113215.0,184094.0,0.0,1.5714285714285714,9668680.142857144,1.1666666666666667,1.0,1.2987030934245298,1.8644,0.5643279252204223,1.0001649979437552,1
508,70625749.0,3368139.0,3348521.285714286,14.285714285714286,0.5833333333333336,10.142857142857142,,16143180.0,0.0,21717722.0,29662807.0,5000000.0,12.571428571428571,10.0,1,0.0,65.0,9.285714285714286,13.714285714285714,0.0,0.0,0.0,231582704.0,73901443.0,480000.0,0,15,0.6871165644171779,0.0,745271.0,1048952.0,4169743103853360.0,10.5,,0.0,0.0,0.0,0.0,-210000000.0,3402700.8,,31.0,4.0,2.0,171933537.14285713,45285714.28571428,26,230940223.0,13000000.0,5716264.0,0.0,4.0,0.4857142857142857,361996698.0,95.95238095238096,526238474.0,123173697.71428572,1,41471494.0,10.571428571428571,-1085275.4285714286,4916856765109347.0,-951000.0,58407571.42857143,29.0,22472630.42857143,0.0,13308505.0,1,49,71.0,58250000.0,2.0,1.25,12.142857142857142,26.142857142857142,44059335.0,1999952.0,15.0,0.0,,0.2857142857142857,32257611.0,0.0,79125837.85714285,3033553961250.0,-163460.0,22,10.0,4589573.0,0.0,4.0,21.571428571428573,1048952.0,0.8468087515130861,,12719775.0,273473418.0,138447149.14285713,0.0,0.0,,1.0,0.0,34.142857142857146,1.0,0.5,2.0,1.0,83519058.14285715,7036294.0,4589573.0,20.0,48.57142857142857,37124062.571428575,0.0,0.0,28.857142857142858,53894814.571428575,274920885.0,17.829787234042552,0.0,6828219.0,14.0,0.0,4371025.84,0.5419847328244275,51,0.0,1.0,42.42857142857143,110598405.0,1.0955882352941175,0.7142857142857143,,140232434.0,1999952.0,47.0,49.57142857142857,30.428571428571427,79397359.0,0.0,0.2857142857142857,34.42857142857143,15609127.285714284,15.0,3.0,0.9110807945481736,0.604097756481144,0.0,0.99323996,1
439,6192751.142857143,2203051.0,,0.2857142857142857,,2.0,,168770219.25,1.0,29248379.0,0.0,276994000.0,0.0,2.0,6,0.2857142857142857,2.0,0.5714285714285714,1.1428571428571428,29295710.285714287,1.0,0.2857142857142857,786768.4285714285,0.0,,1,0,1.0833333333333333,21661077.0,,219221.0,912648726125000.0,,3.6965662534462207,380.0,,0.1428571428571428,0.0,,,,19.0,11.0,6.0,48920871.42857143,,0,360999999.0,,999999.0,284482.71428571426,,1.3333333333333333,4615318.0,6.666666666666667,33058245.0,27112714.285714287,7,1042021.0,1.7142857142857142,-11470346.857142856,160008160500000.0,-64337200.0,,5.0,27942.85714285714,0.0,0.0,8,0,,,0.0,1.875,0.4285714285714285,1.1428571428571428,2691745.0,85570621.0,1.5,5998927.142857143,7.0,0.2857142857142857,1781118.0,0.7142857142857143,26681979.14285714,259017190560022.62,-1424789.0,81,0.7142857142857143,18446407.0,0.0,10.0,1.4285714285714286,219221.0,1.6916070003700192,,6108519.25,4102718.0,8844467.42857143,1.1428571428571428,15037919.285714284,140650555868000.0,1.3333333333333333,0.5714285714285714,1.0,2.0,1.839285714285714,3.0,1.0,2417091.0,600943.2857142857,34946878.0,12.0,0.1428571428571428,23362341.14285714,4462822.571428572,24045059.14285714,0.5714285714285714,26681979.14285714,7885112.857142857,1.793103448275862,24058559.85714286,47847044.0,7.0,0.7142857142857143,39725177.72413793,1.1585365853658536,0,1.0,0.0,0.5714285714285714,10725618.0,1.9852941176470589,0.4285714285714285,10725618.0,0.0,53402021.0,0.0,0.2857142857142857,1.4285714285714286,0.0,19497076.42857143,0.2857142857142857,0.1428571428571428,12182197.0,1.5,8.0,1.0554912827151006,,0.6100572393892955,1.0171579856547373,1
