,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100,M101,M102,M103,M104,M105,M106,M107,M108,M109,M110,M111,M112,M113,M114,M115,M116,M117,M118,M119,M120,M121,M122,M123,M124,M125,M126,M127,M128,M129,M130,M131,M132,M133,M134,M135,M136,M137,M138,M139,M140,M141,M142,M143,M144,M145,M146,M147,M148,M149,M150,M151
567,79795339.42857143,18756532.0,110790.14285714286,2.857142857142857,1.3809523809523807,4.285714285714286,,44433245.823529415,0.0,279071684.0,190169237.0,2650710240.0,3.142857142857143,19.0,0,1.5714285714285714,13.0,3.142857142857143,5.0,728222530.1428572,1.0,0.1428571428571428,81149160.71428572,48233000.0,1000000.0,5,3,0.7961783439490446,0.0,24852089.5,0.0,4.858258418547862e+17,4.0,1.079545984077202,0.0,1.7302904564315351,0.5714285714285714,0.0,-610000000.0,100828865.4,3.0,27.0,11.0,6.0,141732259.7142857,457142.8571428572,5,153886246.0,65000000.0,1316333.0,36136033.571428575,6.0,0.75,0.0,5.333333333333333,867948462.0,42067136.42857143,0,231120643.0,4.285714285714286,6993003.0,5.549067041330035e+16,-18637389.0,10714285.714285716,11.0,6755982.571428572,644881107.0,118916043.0,1,0,46.0,1600000.0,2.0,1.625,4.428571428571429,5.0,19972497.0,753837454.0,6.0,138010822.85714287,4.0,1.2857142857142858,46137.0,1.1428571428571428,155515566.14285713,2.064216074690792e+16,0.0,16,5.714285714285714,23625984.0,1.0,10.0,3.571428571428572,1020051.0,2.424934763139068,1.4,26015940.0,59599365.0,139350636.7142857,1.1428571428571428,79719357.0,6.597239502510221e+16,1.8,8.571428571428571,5.0,0.0,1.1249999999999998,3.0,2.5,130145215.85714284,32396621.57142857,147028861.25,10.0,5.714285714285714,97861832.28571428,21463913.0,151954738.14285713,4.428571428571429,177493928.2857143,102544889.42857143,6.036363636363636,118943978.85714284,10770867.0,0.0,0.7142857142857143,80831730.2,0.8951965065502183,4,0.0,2.0,4.428571428571429,11061621.0,4.590476190476191,0.2857142857142857,535093261.0,65773772.0,23837454.0,5.571428571428571,3.4285714285714284,4.571428571428571,0.0,13937803.42857143,1.5714285714285714,4.285714285714286,16254527.714285716,6.166666666666667,11.0,1.1110998965456336,1.0391826076121238,inf,0.907576969905594
453,81953464.42857143,1309427.0,7303528.0,5.285714285714286,,2.571428571428572,,100361444.92,0.0,156658287.0,3706153.0,215949604.0,7.857142857142857,4.0,2,2.0,12.0,5.285714285714286,7.714285714285714,0.0,5.0,1.8571428571428568,142200919.2857143,26272033.0,5000000.0,0,9,0.9269662921348314,0.0,43612131.0,543351.0,7473839924807019.0,2.5,1.55622520266719,0.0,,2.571428571428572,0.0,50000000.0,106331425.5,10.0,12.0,12.0,7.0,63408795.14285714,0.0,6,223323678.0,,44543.0,36925224.0,0.0,,2349262.0,409.0666666666666,337197718.0,50242806.571428575,1,157960754.0,10.0,3616755.4285714286,2.8976570300517324e+16,-14382712.0,10714285.714285716,29.0,8013241.571428572,108630355.0,134338118.0,5,0,17.0,,4.0,5.571428571428571,7.142857142857143,6.142857142857143,174589575.0,192038519.0,6.0,84520909.57142857,29.0,4.142857142857143,2270859.0,3.7142857142857135,58615520.85714286,6991233647794471.0,-833000.0,36,6.428571428571429,162797166.0,6.0,11.0,5.857142857142857,2046939.0,1.9340710420464,4.0,9536860.666666666,366997187.0,109109062.14285716,5.285714285714286,130768795.28571428,1.5499492121713164e+16,5.666666666666667,0.0,3.571428571428572,0.0,1.2857142857142858,6.0,4.0,105231821.85714284,51773314.571428575,131564050.28571428,4.0,5.142857142857143,104348265.71428572,46114294.14285714,72372207.0,7.428571428571429,75092029.28571428,202901449.42857143,6.627906976744186,0.0,110903453.0,1.0,4.0,58981505.13157895,0.8304347826086956,1,6.0,7.0,5.0,158102078.5,6.3894927536231885,4.285714285714286,267802982.0,146268771.0,79241333.0,4.428571428571429,5.571428571428571,6.714285714285714,99773016.0,107363025.57142857,3.142857142857143,4.0,66352577.85714286,6.0,10.0,1.100686498350598,0.3506818661993583,inf,1.3972566339526604
305,5019422.714285715,0.0,,0.1428571428571428,,0.4285714285714285,,38872402.88888889,2.0,126362818.0,0.0,1607160000.0,0.2857142857142857,3.0,8,0.2857142857142857,2.0,0.0,0.8571428571428571,18808000.0,0.0,0.1428571428571428,0.0,6620400.0,,1,0,0.5217391304347826,103997274.0,,1446674.0,853986913984800.0,,1.1109431390122388,8519.0,,0.0,1.0,,,1.0,2.0,9.0,6.0,12285714.285714284,,0,66581299.0,,1862818.0,532233.7142857143,,,3131432.0,0.0,8257877.0,0.0,5,0.0,0.4285714285714285,2067859.571428572,,-119750000.0,,1.0,-118568.57142857143,600131432.0,0.0,11,0,,,0.0,1.0,0.5714285714285714,0.4285714285714285,77489457.0,122253035.0,1.0,1179696.7142857143,2.0,0.2857142857142857,9937032.0,0.4285714285714285,55375929.14285714,3315312.5,25673.0,103,0.5714285714285714,9990744.5,0.0,8.0,0.4285714285714285,1635034.0,0.9996012841184924,0.6666666666666666,20822321.666666668,0.0,112438166.85714284,0.1428571428571428,13281195.857142856,9.655576226112e+16,1.0,0.5714285714285714,1.0,0.0,0.0,2.0,1.0,5019422.714285715,0.0,18965109.777777776,2.0,0.2857142857142857,2948396.285714286,15327397.857142856,10935930.57142857,0.4285714285714285,666612.8571428572,447347.4285714286,1.3928571428571428,18056101.285714287,0.0,5.0,0.4285714285714285,96920704.03571428,0.72,1,0.0,0.0,0.1428571428571428,9937032.0,2.7087912087912085,0.2857142857142857,9937032.0,0.0,57321354.5,0.1428571428571428,0.2857142857142857,0.1428571428571428,5489457.0,2850918.714285714,0.4285714285714285,0.4285714285714285,4534372.142857143,1.0,9.0,1.401557721616418,,0.1291135996322844,0.6012024048096193
423,3596839.714285714,0.0,,3.571428571428572,,4.571428571428571,,1108147.0,0.0,1078147.0,9499763.0,0.0,4.285714285714286,1.0,0,0.1428571428571428,25.0,2.142857142857143,3.7142857142857135,0.0,0.0,0.0,5733263.714285715,488200.0,,9,27,0.2007434944237918,0.0,,807478.0,25796562204468.66,18.0,,0.0,,0.0,0.0,,,2.0,,0.0,0.0,31129285.71428572,,5,15168615.0,,1078147.0,154021.0,,0.391304347826087,11257410.0,1.904761904761905,4260606.0,21632814.42857143,1,4158720.0,4.714285714285714,525393.5714285715,20498414810625.145,,,11.0,3182754.285714286,1052243.0,4711055.0,0,16,,,0.0,,16.571428571428573,20.714285714285715,7860395.0,822478.0,19.0,151163.85714285713,,0.0,594665.0,0.0,4594323.142857143,,20000.0,13,19.428571428571427,,0.0,0.0,19.0,807478.0,,0.0,,2140704.0,6310999.571428572,0.0,0.0,,0.0,19.571428571428573,16.142857142857142,0.0,,,,5055699.714285715,0.0,1058147.0,1.0,15.285714285714286,3165992.714285714,0.0,0.0,21.0,4635412.571428572,7746844.714285715,17.704918032786885,8396781.57142857,1894576.0,22.0,0.0,875733.0,0.1819255759007678,17,0.0,0.0,15.142857142857142,3491023.0,,0.0,,10663386.0,,16.428571428571427,16.857142857142858,20.714285714285715,3793337.0,0.0,0.0,16.285714285714285,1694232.142857143,18.571428571428573,0.0,0.9963369542812164,0.0476267634541015,1.042928111968323,inf
425,2894088721.142857,1618269540.0,219573653.0,10.714285714285714,0.0913878222709818,15.857142857142858,0.4851240169377116,3051134950.388889,3.0,9680878042.0,227197370.0,23063323126.0,13.0,39.0,0,0.7142857142857143,43.0,9.428571428571429,11.714285714285714,4284135991.285714,2.0,3.0,2997473106.142857,0.0,300000000.0,26,22,1.911111111111111,739104215.0,346575305.0,3417651.0,1.633406709559344e+19,3.0,4.6921873422326605,0.0,0.2301908617698091,3.142857142857143,2.0,-3900000000.0,526118249.0769231,11.0,145.0,8.0,9.0,4012547294.428571,364285714.2857143,0,12442773895.0,82000000.0,1029427.0,4019416811.571429,10.0,1.8,955391879.0,51.46666666666666,2144193863.0,5397676107.428572,0,1618446209.0,15.857142857142858,-83781282.57142857,3.157677457421616e+19,-3252614850.0,857142857.1428572,31.0,146661490.57142857,14206059.0,806240075.0,2,4,64.0,5000000.0,0.0,9.444444444444445,14.428571428571429,5.857142857142857,4554123630.0,6073201435.0,8.5,478740889.5714286,15.0,3.142857142857143,4121867.0,0.5714285714285714,2824679705.0,3.040410646813432e+17,1785012.0,22,3.4285714285714284,364577579.5,1.0,13.0,3.857142857142857,3417651.0,1.0773557028604357,8.4,3306779022.2,571439126.0,1997710629.142857,6.0,2014383923.857143,1.3830235331851952e+17,6.0,17.857142857142858,10.142857142857142,2.0,93.27777777777776,2.0,13.0,757560260.7142857,278370114.0,1257090202.909091,20.0,6.857142857142857,821026984.7142857,2277135251.285714,1069603029.2857144,6.571428571428571,3029571725.142857,322249024.28571427,10.176470588235292,1639645697.0,1751608239.0,1.0,2.142857142857143,1177223789.7659574,1.5519399249061328,12,1.0,0.0,3.571428571428572,739760198.0,33.22943722943724,7.428571428571429,577717105.5,147068037.0,194497349.5,7.714285714285714,3.142857142857143,5.285714285714286,1796311720.0,1167385127.7142856,4.857142857142857,8.857142857142858,874077692.2857143,9.333333333333334,12.0,1.114714720650918,1.3180705521472391,0.9583702006752912,1.584881988101118
557,18619350.42857143,0.0,,0.0,,0.0,,9243183.444444444,0.0,6018995220.0,0.0,6799344800.0,0.0,6.0,19,0.0,10.0,0.0,0.7142857142857143,0.0,0.0,0.2857142857142857,1858095180.2857144,0.0,,1,0,1.7500000000000002,0.0,,104626.0,,,,0.0,,0.4285714285714285,0.0,,,,7.0,4.0,5.0,15363303.285714284,,0,10825718.0,,781952.0,21138548.85714286,,inf,0.0,,344173.0,690.5714285714286,13,0.0,0.0,-6.142857142857143,,-43.0,,3.0,-10.714285714285714,0.0,0.0,13,0,,,0.0,0.75,0.1428571428571428,0.2857142857142857,0.0,84363920.0,1.0,49167.57142857143,1.0,0.1428571428571428,,0.0,2772125.0,396661778.0,5500.0,125,0.0,6993924.0,0.0,2.0,0.0,104626.0,,0.6666666666666666,110083.0,0.0,691377.2857142857,0.0,111726.71428571428,,,0.4285714285714285,1.0,0.0,0.25,0.5,6.0,18619350.42857143,18619350.42857143,3778527.0,0.0,0.2857142857142857,948913.4285714284,111716.0,9949024.714285716,0.1428571428571428,2772125.0,0.0,1.0,15732.285714285714,4584176.0,13.0,0.0,15485729.0,2.4375,0,0.0,0.0,0.1428571428571428,,0.2666666666666666,0.0,,0.0,110126.0,0.2857142857142857,0.0,0.1428571428571428,782087.0,0.0,1.8571428571428568,0.1428571428571428,797739.4285714285,1.0,3.0,1163.6527006562342,,,1.0003147656227112
412,160319211.2857143,0.0,0.0,8.142857142857142,1.0,3.142857142857143,0.9534,221013854.75,0.0,1543470452.0,137060308.0,1265466440.0,5.857142857142857,39.0,0,4.0,4.0,2.7142857142857144,2.142857142857143,18457056.42857143,0.0,6.285714285714286,157506732.42857143,170000000.0,19000000.0,5,0,4.0625,16764408.0,842886678.0,24633.0,9.481208164163562e+16,,1.7162362325030258,0.0,1.0,0.2857142857142857,2.0,-450000000.0,1216073936.0,14.0,52.0,8.0,5.0,384558968.0,,2,39236384.0,217000000.0,121689.0,270184844.4285714,6.0,inf,1000000.0,25.333333333333336,946848660.0,165477630.85714287,0,0.0,2.2857142857142856,168631513.0,1.3870991910343552e+17,-38243617.0,,18.0,70478640.28571428,0.0,275059336.0,1,3,24.0,,0.0,1.4285714285714286,0.5714285714285714,1.1428571428571428,273824653.0,1230889964.0,1.5,138410775.57142857,7.0,0.7142857142857143,33434642.0,1.0,179769723.2857143,3.147236751404236e+16,78280.5,67,0.7142857142857143,4476615.5,0.0,9.0,1.4285714285714286,24633.0,0.9971460927011324,1.2,176574807.0,843272241.0,71858105.42857143,0.5714285714285714,105392990.71428572,1.2185680012475072e+17,1.0,1.2857142857142858,0.8,2.0,1.6190476190476188,2.5,2.5,135395205.57142857,355873600.28571427,308293653.9583333,23.0,0.8571428571428571,1553220.857142857,184602037.1428572,576984365.2857143,0.7142857142857143,26573478.14285714,281362504.85714287,1.6,21318811.285714287,0.0,0.0,1.0,149121967.075,4.188235294117647,0,1.0,4.0,1.7142857142857142,72621578.0,2.300653594771242,0.2857142857142857,72621578.0,1042602991.0,9405123.0,0.5714285714285714,0.8571428571428571,0.8571428571428571,310057333.0,470372094.2857143,1.2857142857142858,0.8571428571428571,41023932.14285714,2.0,11.0,0.6143184800496398,0.0,1.0,0.9050833644046996
198,5096544.714285715,2158121.0,,0.7142857142857143,,1.4285714285714286,0.88875,5484925.428571428,0.0,20741931.0,2656993.0,18575107.0,0.2857142857142857,7.0,0,1.2857142857142858,4.0,1.2857142857142858,0.8571428571428571,17003214.285714287,0.0,0.0,112048.28571428572,4273372.0,,1,1,1.357142857142857,0.0,,15656.0,68848954124899.0,,0.0,0.0,,0.2857142857142857,0.0,,,5.0,9.0,9.0,6.0,2884876.4285714286,,2,26845183.0,,120169.0,3280721.8571428573,,inf,0.0,0.2666666666666666,15645517.0,5814205.571428572,0,0.0,1.4285714285714286,1776692.2857142857,2394418629818.8,-14669126.0,,4.0,-17249.0,9364965.0,2654294.0,0,0,,,1.0,1.0,0.5714285714285714,0.7142857142857143,0.0,21842139.0,1.5,4705841.428571428,3.0,0.4285714285714285,347258.0,0.8571428571428571,3398999.714285714,1399285580582.8096,-500000.0,74,0.8571428571428571,337267.0,1.0,9.0,1.2857142857142858,15656.0,0.282282532931584,1.75,9451186.6,5208380.0,5761440.857142857,0.8571428571428571,544739.1428571428,15501450239510.0,1.0,1.0,0.5,2.0,1.0,1.5,1.0,3930293.4285714286,3930293.4285714286,3197243.4210526315,8.0,1.1428571428571428,6495477.857142857,2137743.4285714286,2349677.8571428573,0.5714285714285714,4056292.142857143,1527755.142857143,1.2608695652173914,3317699.1428571427,95650.0,0.0,0.4285714285714285,5821147.391304348,1.6375,1,0.0,0.0,0.7142857142857143,3020844.0,1.2753623188405798,0.7142857142857143,3020844.0,0.0,2737862.0,0.1428571428571428,1.1428571428571428,1.0,0.0,923999.0,0.4285714285714285,0.1428571428571428,2311122.8571428573,1.6666666666666667,13.0,0.921765589464199,0.9915010266400542,,1.065041987003608
373,11281764.42857143,0.0,,0.1428571428571428,,1.1428571428571428,,15402424.57142857,1.0,40194516.0,139259.0,22582365.0,1.1428571428571428,3.0,4,1.4285714285714286,2.0,0.2857142857142857,0.8571428571428571,661605.8571428572,1.0,0.5714285714285714,5570855.428571428,0.0,,1,0,1.0,0.0,,8890.0,46221983220.33334,,1.750373019617558,0.0,,0.0,1.0,,,2.0,19.0,10.0,5.0,25805014.285714287,,0,66050988.0,,3919.0,11375735.714285716,,2.0,8621345.0,1.0,70761312.0,0.0,6,0.0,1.1428571428571428,340182.71428571426,,-2629462.0,,8.0,-974.2857142857144,165604.0,1902002.0,5,0,,,1.0,1.3,0.0,1.1428571428571428,0.0,8938652.0,0.5,21789981.57142857,3.0,0.1428571428571428,33863132.0,0.5714285714285714,9064220.0,227100161023087.3,20000.0,108,0.5714285714285714,150933.0,0.0,8.0,0.0,8890.0,0.450473090895116,0.0,90332.66666666669,27303132.0,9489380.714285716,0.4285714285714285,4845447.428571428,138589025140883.28,1.3333333333333333,0.4285714285714285,0.25,0.0,0.8999999999999998,1.0,0.0,5885042.428571428,6373221.428571428,13983999.588235294,6.0,0.1428571428571428,34000762.85714286,17066682.714285713,1135436.142857143,0.4285714285714285,31225106.14285714,22091606.42857143,0.8461538461538461,805194.8571428572,0.0,6.0,0.4285714285714285,2074686.5,1.2857142857142858,0,1.0,0.0,0.5714285714285714,33863132.0,0.1666666666666666,0.0,33863132.0,0.0,2289650.5,0.0,0.5714285714285714,0.7142857142857143,0.0,6401495.285714285,0.1428571428571428,0.1428571428571428,20007.42857142857,0.75,11.0,0.7920102010913901,inf,,1.397080956631867
531,103638773.57142857,0.0,0.0,14.0,,12.714285714285714,,2073202.4615384613,0.0,4189744.0,3197498.0,1600000000.0,8.857142857142858,14.0,0,2.7142857142857144,24.0,16.285714285714285,15.428571428571429,8231168.857142857,0.0,2.2857142857142856,62911031.71428572,6279415780.0,400000000.0,6,3,1.947368421052632,0.0,6708620.0,987829.0,670556237545125.0,4.0,0.9986926000063566,0.0,,0.4285714285714285,0.0,530000000.0,,4.0,46.0,10.0,8.0,1911594953.2857144,0.0,15,741664770.0,100000000.0,954461.0,142857.14285714287,5.0,3.857142857142857,67622578.0,48.95238095238096,1823270934.0,1624957196.857143,1,1713905.0,14.571428571428571,-71821.42857142857,1.0339461567004813e+17,1006050.0,297142857.14285713,34.0,5241781.428571428,1399050.0,11770815.0,0,0,27.0,,0.0,3.25,6.857142857142857,7.428571428571429,70496900.0,3223511.0,1.5,1152434.4285714286,9.0,2.7142857142857144,7389304.0,2.4285714285714284,131607431.85714284,1556044106704.1665,19800.0,11,9.142857142857142,1324703.5,4.0,8.0,8.571428571428571,987829.0,,3.0,,950580.0,161555432.57142857,1.0,1228441.857142857,35704290700.0,,2.857142857142857,5.666666666666667,0.0,17.642857142857142,1.0,2.0,142163448.85714287,1589945.2857142857,1700632.2,,8.142857142857142,84946400.14285715,604815.5714285715,1376127.2857142857,9.0,81529858.85714285,296663422.71428573,5.8474576271186445,1058076.0,140613906.0,5.0,1.1428571428571428,79286123.70588236,1.9931623931623927,2,1.0,0.0,8.142857142857142,15394964.0,8.666666666666666,0.0,2014819.5,10097498.0,1040132.0,6.142857142857143,9.0,5.0,5942449.0,1658070.142857143,1.0,4.0,241747094.7142857,2.1666666666666665,8.0,0.9811544817432272,1.0054594594594597,14.266666666666667,0.999964970727695
147,5710377.571428572,0.0,,3.2857142857142856,,3.7142857142857135,,20022596.5,0.0,1789958.0,828606.0,,2.4285714285714284,5.0,1,2.142857142857143,8.0,2.4285714285714284,1.1428571428571428,3119211.1428571427,0.0,0.0,11646484.285714284,5000000.0,,2,7,0.6838235294117647,0.0,,1000000.0,2762467316830845.0,5.5,,0.0,,0.1428571428571428,0.0,,,1.0,12.0,3.0,4.0,85117756.57142857,,1,124151998.0,,1000000.0,0.0,,0.9,318294.0,0.2666666666666667,335990166.0,14428571.42857143,0,0.0,3.2857142857142856,-2480300.571428572,3795517572300.2,-11447472.0,,14.0,-2614485.714285714,0.0,0.0,1,2,,,0.0,1.5,4.857142857142857,4.0,10652165.0,12646645.0,8.0,0.0,,0.0,562192.0,0.0,38127652.0,63368.0,11000.0,36,4.571428571428571,1472372.0,0.0,1.0,4.571428571428571,1000000.0,,,3408842.0,898294.0,34302736.85714286,0.0,0.0,,0.0,3.2857142857142856,1.5,0.0,1.1,0.5,1.0,9078593.142857144,252565.42857142852,2050176.4,1.0,4.571428571428571,115884553.85714284,0.0,505171.5714285714,2.4285714285714284,62656283.85714286,27775949.14285714,4.839285714285714,19556206.285714287,3715978.0,12.0,0.0,2601197.785714286,0.739612188365651,6,0.0,0.0,2.571428571428572,2003999.0,2.9047619047619047,0.4285714285714285,1470382.5,155606.0,7005670.0,3.571428571428572,3.7142857142857135,3.142857142857143,59652165.0,0.0,0.7142857142857143,0.5714285714285714,46709819.71428572,6.0,3.0,0.6048806529551947,1.0532744665194995,0.0332141969159733,0.97039515942029
358,26093565.71428572,0.0,0.0,3.571428571428572,,10.428571428571429,0.2268174092702411,101433651.45454544,1.0,208114063.0,195626193.0,200000000.0,6.285714285714286,2.0,0,0.4285714285714285,8.0,6.714285714285714,5.714285714285714,41653083.42857143,0.0,0.1428571428571428,56216319.42857143,0.0,26000000.0,0,0,8.933333333333334,120363927.0,,292047.0,1.9811447162256524e+16,1.0,,0.0,,0.0,0.0,-506850000.0,,2.0,3.0,8.0,7.0,35865482.85714286,0.0,0,344998899.0,290000000.0,133316.0,448720.0,1.0,9.5,22342892.0,17.800000000000004,306978055.0,45833116.85714286,0,852069.0,10.571428571428571,-15540904.42857143,1401570632384694.2,-150063631.0,0.0,24.0,171742.85714285713,0.0,653364058.0,2,1,6.0,,0.0,1.0,0.4285714285714285,1.0,7548391.0,200303978.0,1.0,3228289.714285714,,0.2857142857142857,1311285.0,0.0,53337217.571428575,50120072.0,753761.0,80,0.5714285714285714,272670.0,0.0,5.0,0.7142857142857143,292047.0,,0.0,,53364786.0,12060645.142857144,0.1428571428571428,38237.71428571428,1512500000.0,1.0,1.0,0.75,0.0,2.0,1.0,1.0,80317332.85714285,75593024.57142857,49814669.42857143,1.0,0.2857142857142857,29429126.71428572,49725.71428571428,50706716.71428572,0.8571428571428571,31280879.285714287,55658977.14285714,1.0,113976824.0,379499195.0,10.0,0.0,80598728.32,10.044117647058824,1,0.0,0.0,0.8571428571428571,29984792.0,0.7666666666666667,0.1428571428571428,1075394.0,105092819.0,140344678.0,0.4285714285714285,0.1428571428571428,0.7142857142857143,2037291.0,0.0,0.1428571428571428,1.5714285714285714,119058526.0,1.1666666666666667,3.0,inf,inf,1.4875333333333334,0.939750663328676
408,30441159.57142857,0.0,7497419.428571428,0.2857142857142857,,3.142857142857143,,2664128.222222222,0.0,164536981.0,1254904.0,448702000.0,2.857142857142857,12.0,0,1.7142857142857142,4.0,0.4285714285714285,4.857142857142857,4428571.428571428,0.0,0.1428571428571428,39966236.85714286,1536.0,16000000.0,0,4,1.3846153846153846,0.0,95518043.0,287291.0,523487594710500.0,1.0,3.572608185441392,0.0,inf,0.0,1.0,-9000000.0,17589742.333333332,1.0,8.0,11.0,5.0,44397817.14285714,4428571.428571428,1,103079351.0,46183000.0,370774.0,1269848.857142857,4.0,1.0,227494133.0,24.96666666666666,52236583.0,289967803.4285714,0,862646.0,3.142857142857143,385184.5714285714,265162632263088.0,-7296.0,16428571.42857143,9.0,7863225.857142857,330774.0,2968333.0,1,2,17.0,31000000.0,0.0,1.0,1.8571428571428568,1.0,240543184.0,179098650.0,2.0,226042.8571428572,3.0,0.4285714285714285,391759.0,0.4285714285714285,55997054.71428572,3333963746310961.0,21923.0,44,1.4285714285714286,70868705.5,0.0,8.0,2.2857142857142856,287291.0,694.5548585624999,0.5,34856604.666666664,145217933.0,112239324.57142857,0.7142857142857143,94944857.57142857,1.7775587610643636e+16,0.25,0.8571428571428571,1.1666666666666667,0.0,0.6666666666666666,1.0,1.0,39076370.42857143,36054385.71428572,72108769.91666667,13.0,1.2857142857142858,42456989.14285714,1416782.0,5100180.571428572,2.0,43485198.42857143,103760440.71428572,1.86,11498116.57142857,2824447.0,2.0,0.2857142857142857,71453214.41666667,1.4256756756756757,2,0.0,0.0,1.8571428571428568,25784090.0,0.6952380952380953,0.2857142857142857,20326712.0,99899091.0,4467291.0,1.4285714285714286,1.4285714285714286,1.1428571428571428,214898199.0,323190.8571428572,0.2857142857142857,1.4285714285714286,67110001.71428572,2.333333333333333,8.0,1.0826646287097186,0.0508026823816297,1.4200115404264078,0.9999720731707316
589,9052358.142857144,0.0,0.0,2.142857142857143,0.0,4.0,,10351661.166666666,0.0,1600551.0,71017534.0,81660489.0,5.857142857142857,4.0,0,0.1428571428571428,6.0,4.142857142857143,6.0,3928.571428571429,0.0,0.0,32356340.42857143,3751200.0,500000.0,3,2,3.9259259259259256,0.0,72967.0,1198.0,73002555323773.0,1.0,,0.0,,0.1428571428571428,0.0,-50500000.0,520224.0,28.0,20.0,10.0,5.0,6820598.428571428,0.0,6,83918682.0,2000000.0,1664.0,6626.714285714285,3.0,inf,32629774.0,21.466666666666665,37497947.0,16185732.57142857,1,59382.0,3.571428571428572,-40285.71428571428,110656339060052.94,,0.0,13.0,817.1428571428571,0.0,5080195.0,2,1,19.0,,0.0,0.1111111111111111,1.0,1.2857142857142858,20365793.0,2131709.0,1.0,734165.8571428572,4.0,0.0,170886.0,0.1428571428571428,2039713.0,109139735298.76666,3300.0,43,1.4285714285714286,45528.0,1.0,7.0,0.7142857142857143,20224.0,0.9802960494069208,0.5,435467.0,167804.0,14751941.0,0.1428571428571428,519406.7142857143,833684696952405.2,0.3333333333333333,0.7142857142857143,1.2857142857142858,0.0,0.1111111111111111,0.0,0.5,12594072.42857143,0.0,648836.8235294118,5.0,1.1428571428571428,3010781.571428572,0.0,239.7142857142857,1.2857142857142858,1581244.5714285714,13099161.714285716,1.1132075471698113,1358617.7142857143,1372362.0,6.0,0.5714285714285714,11161337.333333334,3.694736842105263,0,0.0,0.0,1.8571428571428568,4603904.0,0.1813186813186813,0.1428571428571428,9232.0,65137534.0,,1.4285714285714286,1.7142857142857142,0.8571428571428571,6083493.0,467070.0,0.0,0.8571428571428571,792253.0,1.0,9.0,1.5090714285714286,0.901237450385244,,0.9810943547241008
327,3145604.714285714,345466.0,0.0,0.4285714285714285,inf,1.2857142857142858,,345348.0,0.0,345381.0,1554061.0,,2.2857142857142856,2.0,0,0.0,5.0,2.0,2.2857142857142856,4747028.571428572,0.0,0.0,6398788.571428572,39663000.0,,1,1,0.8070175438596492,0.0,,143450.0,877594589187216.8,2.0,,26.0,0.4289335153051276,0.0,0.0,,3384656.0,,,1.0,1.0,15834283.285714284,6285714.285714285,0,4001898.0,,345348.0,0.0,0.0,2.5,51255.0,1.0666666666666669,38418409.0,7560000.0,0,0.0,1.0,7378677.428571428,40189780337052.16,-5900273.0,0.0,6.0,-51362.28571428572,0.0,74061.0,3,0,2.0,0.0,0.0,,2.0,1.0,2556353.0,45585466.0,3.0,0.0,1.0,0.1428571428571428,67739.0,0.0,16545592.142857144,,-13.0,37,2.142857142857143,,0.0,1.0,2.0,143450.0,,,345466.0,2725260.0,1951640.857142857,0.0,49343.857142857145,,1.0,1.4285714285714286,2.333333333333333,1.0,,,,2550928.571428572,0.0,345407.0,,1.0,26787444.0,0.0,0.0,0.7142857142857143,22916350.42857143,2602077.571428572,2.26,2049564.2857142857,9504699.0,21.0,0.1428571428571428,11920335.0,0.8896103896103896,1,0.0,0.0,1.5714285714285714,4409499.5,,0.0,,4990061.0,3642513.5,0.5714285714285714,2.142857142857143,2.4285714285714284,26443453.0,49343.857142857145,0.0,1.7142857142857142,2833496.4285714286,3.0,1.0,0.7804307971955337,0.0,0.0360782898890592,0.0
